,id,city,date,player_of_match,venue,neutral_venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,eliminator,method,umpire1,umpire2,year
470,471,Mumbai,2015-04-17,A Nehra,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Chennai Super Kings,wickets,6.0,N,,AK Chaudhary,M Erasmus,2015
471,472,Visakhapatnam,2015-04-18,JP Duminy,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,bat,Delhi Capitals,runs,4.0,N,,PG Pathak,S Ravi,2015
472,473,Pune,2015-04-18,AD Russell,Maharashtra Cricket Association Stadium,0,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,4.0,N,,SD Fry,CK Nandan,2015
473,474,Ahmedabad,2015-04-19,AM Rahane,"Sardar Patel Stadium, Motera",0,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,Rajasthan Royals,wickets,8.0,N,,AK Chaudhary,M Erasmus,2015
474,475,Bengaluru,2015-04-19,Harbhajan Singh,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Mumbai Indians,Royal Challengers Bengaluru,field,Mumbai Indians,runs,18.0,N,,RK Illingworth,VA Kulkarni,2015
475,476,Delhi,2015-04-20,UT Yadav,Feroz Shah Kotla,0,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6.0,N,,SD Fry,CB Gaffaney,2015
476,477,Ahmedabad,2015-04-21,SE Marsh,"Sardar Patel Stadium, Motera",0,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,tie,,Y,,M Erasmus,S Ravi,2015
477,478,Visakhapatnam,2015-04-22,DA Warner,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Sunrisers Hyderabad,runs,16.0,N,D/L,RK Illingworth,VA Kulkarni,2015
478,479,Bengaluru,2015-04-22,SK Raina,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,field,Chennai Super Kings,runs,27.0,N,,JD Cloete,C Shamshuddin,2015
479,480,Delhi,2015-04-23,SS Iyer,Feroz Shah Kotla,0,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Delhi Capitals,runs,37.0,N,,SD Fry,CK Nandan,2015
480,481,Ahmedabad,2015-04-24,MA Starc,"Sardar Patel Stadium, Motera",0,Rajasthan Royals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,9.0,N,,M Erasmus,S Ravi,2015
481,482,Mumbai,2015-04-25,SL Malinga,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Mumbai Indians,runs,20.0,N,,HDPK Dharmasena,CB Gaffaney,2015
482,483,Chennai,2015-04-25,BB McCullum,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Chennai Super Kings,runs,97.0,N,,JD Cloete,C Shamshuddin,2015
483,484,Delhi,2015-04-26,VR Aaron,Feroz Shah Kotla,0,Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,10.0,N,,M Erasmus,S Ravi,2015
484,485,Chandigarh,2015-04-27,TA Boult,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,field,Sunrisers Hyderabad,runs,20.0,N,,HDPK Dharmasena,CB Gaffaney,2015
485,486,Kolkata,2015-05-07,PP Chawla,Eden Gardens,0,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,13.0,N,,AK Chaudhary,M Erasmus,2015
486,487,Bengaluru,2015-04-29,,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,field,,,,,,JD Cloete,PG Pathak,2015
487,488,Chennai,2015-04-28,DJ Bravo,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Chennai Super Kings,runs,2.0,N,,RM Deshpande,VA Kulkarni,2015
488,489,Delhi,2015-05-01,NM Coulter-Nile,Feroz Shah Kotla,0,Delhi Capitals,Kings XI Punjab,Delhi Capitals,field,Delhi Capitals,wickets,9.0,N,,RK Illingworth,S Ravi,2015
489,490,Mumbai,2015-05-01,AT Rayudu,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Mumbai Indians,runs,8.0,N,,HDPK Dharmasena,CK Nandan,2015
490,491,Bengaluru,2015-05-02,Mandeep Singh,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,7.0,N,,JD Cloete,PG Pathak,2015
491,492,Hyderabad,2015-05-02,DA Warner,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Sunrisers Hyderabad,runs,22.0,N,,AK Chaudhary,K Srinivasan,2015
492,493,Chandigarh,2015-05-03,LMP Simmons,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,23.0,N,,RK Illingworth,VA Kulkarni,2015
493,494,Mumbai,2015-05-03,AM Rahane,Brabourne Stadium,0,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Rajasthan Royals,runs,14.0,N,,HDPK Dharmasena,CB Gaffaney,2015
494,495,Chennai,2015-05-04,SK Raina,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,bat,Chennai Super Kings,runs,24.0,N,,C Shamshuddin,K Srinath,2015
495,496,Kolkata,2015-05-04,UT Yadav,Eden Gardens,0,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kolkata Knight Riders,runs,35.0,N,,AK Chaudhary,M Erasmus,2015
496,497,Mumbai,2015-05-05,Harbhajan Singh,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Delhi Capitals,Delhi Capitals,bat,Mumbai Indians,wickets,5.0,N,,HDPK Dharmasena,CB Gaffaney,2015
497,498,Bengaluru,2015-05-06,CH Gayle,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Kings XI Punjab,Kings XI Punjab,field,Royal Challengers Bengaluru,runs,138.0,N,,RK Illingworth,VA Kulkarni,2015
498,499,Mumbai,2015-05-07,EJG Morgan,Brabourne Stadium,0,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,Sunrisers Hyderabad,runs,7.0,N,,JD Cloete,C Shamshuddin,2015
499,500,Chennai,2015-05-08,HH Pandya,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Mumbai Indians,wickets,6.0,N,,CB Gaffaney,CK Nandan,2015
500,501,Kolkata,2015-05-09,AD Russell,Eden Gardens,0,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,bat,Kolkata Knight Riders,wickets,1.0,N,,AK Chaudhary,HDPK Dharmasena,2015
501,502,Raipur,2015-05-09,MC Henriques,Shaheed Veer Narayan Singh International Stadium,0,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,6.0,N,,VA Kulkarni,S Ravi,2015
502,503,Mumbai,2015-05-10,AB de Villiers,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,39.0,N,,JD Cloete,C Shamshuddin,2015
503,504,Chennai,2015-05-10,RA Jadeja,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Chennai Super Kings,runs,12.0,N,,M Erasmus,CK Nandan,2015
504,505,Hyderabad,2015-05-11,DA Warner,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,5.0,N,,AK Chaudhary,HDPK Dharmasena,2015
505,506,Raipur,2015-05-12,Z Khan,Shaheed Veer Narayan Singh International Stadium,0,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,Delhi Capitals,wickets,6.0,N,,RK Illingworth,VA Kulkarni,2015
506,507,Chandigarh,2015-05-13,AR Patel,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Kings XI Punjab,runs,22.0,N,,JD Cloete,C Shamshuddin,2015
507,508,Mumbai,2015-05-14,HH Pandya,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Mumbai Indians,runs,5.0,N,,RK Illingworth,VA Kulkarni,2015
508,509,Hyderabad,2015-05-15,V Kohli,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Royal Challengers Bengaluru,Sunrisers Hyderabad,bat,Royal Challengers Bengaluru,wickets,6.0,N,D/L,AK Chaudhary,HDPK Dharmasena,2015
509,510,Chandigarh,2015-05-16,P Negi,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,Chennai Super Kings,wickets,7.0,N,,CK Nandan,C Shamshuddin,2015
510,511,Mumbai,2015-05-16,SR Watson,Brabourne Stadium,0,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Rajasthan Royals,runs,9.0,N,,RM Deshpande,RK Illingworth,2015
511,512,Bengaluru,2015-05-17,,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,field,,,,,,HDPK Dharmasena,K Srinivasan,2015
512,513,Hyderabad,2015-05-17,MJ McClenaghan,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,Mumbai Indians,wickets,9.0,N,,CB Gaffaney,K Srinath,2015
513,514,Mumbai,2015-05-19,KA Pollard,"Wankhede Stadium, Mumbai",0,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,25.0,N,,HDPK Dharmasena,RK Illingworth,2015
514,515,Pune,2015-05-20,AB de Villiers,Maharashtra Cricket Association Stadium,0,Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,71.0,N,,AK Chaudhary,C Shamshuddin,2015
515,516,Ranchi,2015-05-22,A Nehra,JSCA International Stadium Complex,0,Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,field,Chennai Super Kings,wickets,3.0,N,,AK Chaudhary,CB Gaffaney,2015
516,517,Kolkata,2015-05-24,RG Sharma,Eden Gardens,0,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Mumbai Indians,runs,41.0,N,,HDPK Dharmasena,RK Illingworth,2015
517,518,Mumbai,2016-04-09,AM Rahane,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,bat,Rising Pune Supergiant,wickets,9.0,N,,HDPK Dharmasena,CK Nandan,2016
518,519,Kolkata,2016-04-10,AD Russell,Eden Gardens,0,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,9.0,N,,S Ravi,C Shamshuddin,2016
519,520,Chandigarh,2016-04-11,AJ Finch,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,wickets,5.0,N,,AK Chaudhary,VA Kulkarni,2016
520,521,Bengaluru,2016-04-12,AB de Villiers,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Royal Challengers Bengaluru,runs,45.0,N,,HDPK Dharmasena,VK Sharma,2016
521,522,Kolkata,2016-04-13,RG Sharma,Eden Gardens,0,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,6.0,N,,Nitin Menon,S Ravi,2016
522,523,Rajkot,2016-04-14,AJ Finch,Saurashtra Cricket Association Stadium,0,Gujarat Lions,Rising Pune Supergiant,Rising Pune Supergiant,bat,Gujarat Lions,wickets,7.0,N,,VA Kulkarni,CK Nandan,2016
523,524,Delhi,2016-04-15,A Mishra,Feroz Shah Kotla,0,Delhi Capitals,Kings XI Punjab,Delhi Capitals,field,Delhi Capitals,wickets,8.0,N,,S Ravi,C Shamshuddin,2016
524,525,Hyderabad,2016-04-16,G Gambhir,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,wickets,8.0,N,,AK Chaudhary,CK Nandan,2016
525,526,Mumbai,2016-04-16,AJ Finch,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,wickets,3.0,N,,HDPK Dharmasena,VK Sharma,2016
526,527,Chandigarh,2016-04-17,M Vohra,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Rising Pune Supergiant,Rising Pune Supergiant,bat,Kings XI Punjab,wickets,6.0,N,,S Ravi,C Shamshuddin,2016
527,528,Bengaluru,2016-04-17,Q de Kock,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,7.0,N,,VA Kulkarni,A Nand Kishore,2016
528,529,Hyderabad,2016-04-18,DA Warner,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,7.0,N,,HDPK Dharmasena,VK Sharma,2016
529,530,Chandigarh,2016-04-19,RV Uthappa,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6.0,N,,S Ravi,C Shamshuddin,2016
530,531,Mumbai,2016-04-20,RG Sharma,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,field,Mumbai Indians,wickets,6.0,N,,AK Chaudhary,CK Nandan,2016
531,532,Rajkot,2016-04-21,B Kumar,Saurashtra Cricket Association Stadium,0,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,10.0,N,,K Bharatan,HDPK Dharmasena,2016
532,533,Pune,2016-04-22,AB de Villiers,Maharashtra Cricket Association Stadium,0,Rising Pune Supergiant,Royal Challengers Bengaluru,Rising Pune Supergiant,field,Royal Challengers Bengaluru,runs,13.0,N,,CB Gaffaney,VK Sharma,2016
533,534,Delhi,2016-04-23,SV Samson,Feroz Shah Kotla,0,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Delhi Capitals,runs,10.0,N,,S Ravi,C Shamshuddin,2016
534,535,Hyderabad,2016-04-23,Mustafizur Rahman,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,5.0,N,,AK Chaudhary,CK Nandan,2016
535,536,Rajkot,2016-04-24,V Kohli,Saurashtra Cricket Association Stadium,0,Gujarat Lions,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,Gujarat Lions,wickets,6.0,N,,K Bharatan,BNJ Oxenford,2016
536,537,Pune,2016-04-24,SA Yadav,Maharashtra Cricket Association Stadium,0,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,2.0,N,,CB Gaffaney,A Nand Kishore,2016
537,538,Chandigarh,2016-04-25,PA Patel,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,field,Mumbai Indians,runs,25.0,N,,Nitin Menon,RJ Tucker,2016
538,539,Hyderabad,2016-04-26,AB Dinda,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Rising Pune Supergiant,Rising Pune Supergiant,field,Rising Pune Supergiant,runs,34.0,N,D/L,AY Dandekar,CK Nandan,2016
539,540,Delhi,2016-04-27,CH Morris,Feroz Shah Kotla,0,Delhi Capitals,Gujarat Lions,Delhi Capitals,field,Gujarat Lions,runs,1.0,N,,M Erasmus,S Ravi,2016
540,541,Mumbai,2016-04-28,RG Sharma,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Mumbai Indians,wickets,6.0,N,,Nitin Menon,RJ Tucker,2016
541,542,Pune,2016-04-29,DR Smith,Maharashtra Cricket Association Stadium,0,Rising Pune Supergiant,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,wickets,3.0,N,,CB Gaffaney,BNJ Oxenford,2016
542,543,Delhi,2016-04-30,CR Brathwaite,Feroz Shah Kotla,0,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Delhi Capitals,runs,27.0,N,,KN Ananthapadmanabhan,M Erasmus,2016
543,544,Hyderabad,2016-04-30,DA Warner,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Sunrisers Hyderabad,runs,15.0,N,,AK Chaudhary,HDPK Dharmasena,2016
544,545,Rajkot,2016-05-01,AR Patel,Saurashtra Cricket Association Stadium,0,Gujarat Lions,Kings XI Punjab,Gujarat Lions,field,Kings XI Punjab,runs,23.0,N,,BNJ Oxenford,VK Sharma,2016
545,546,Pune,2016-05-01,RG Sharma,Maharashtra Cricket Association Stadium,0,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,8.0,N,,AY Dandekar,RJ Tucker,2016
546,547,Bengaluru,2016-05-02,AD Russell,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,5.0,N,,M Erasmus,S Ravi,2016
547,548,Rajkot,2016-05-03,RR Pant,Saurashtra Cricket Association Stadium,0,Gujarat Lions,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,8.0,N,,CB Gaffaney,BNJ Oxenford,2016
548,549,Kolkata,2016-05-04,AD Russell,Eden Gardens,0,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,Kolkata Knight Riders,runs,7.0,N,,AK Chaudhary,HDPK Dharmasena,2016
549,550,Delhi,2016-05-05,AM Rahane,Feroz Shah Kotla,0,Delhi Capitals,Rising Pune Supergiant,Rising Pune Supergiant,field,Rising Pune Supergiant,wickets,7.0,N,,C Shamshuddin,RJ Tucker,2016
550,551,Hyderabad,2016-05-06,B Kumar,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Gujarat Lions,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,5.0,N,,M Erasmus,S Ravi,2016
551,552,Bengaluru,2016-05-07,V Kohli,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Rising Pune Supergiant,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,7.0,N,,CB Gaffaney,BNJ Oxenford,2016
552,553,Chandigarh,2016-05-07,MP Stoinis,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,Kings XI Punjab,runs,9.0,N,,HDPK Dharmasena,CK Nandan,2016
553,554,Visakhapatnam,2016-05-08,A Nehra,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Sunrisers Hyderabad,runs,85.0,N,,S Ravi,C Shamshuddin,2016
554,555,Kolkata,2016-05-08,P Kumar,Eden Gardens,0,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,wickets,5.0,N,,M Erasmus,RJ Tucker,2016
555,556,Chandigarh,2016-05-09,SR Watson,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Royal Challengers Bengaluru,Kings XI Punjab,field,Royal Challengers Bengaluru,runs,1.0,N,,AK Chaudhary,HDPK Dharmasena,2016
556,557,Visakhapatnam,2016-05-10,A Zampa,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,Rising Pune Supergiant,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,4.0,N,,CB Gaffaney,VK Sharma,2016
557,558,Bengaluru,2016-05-11,KH Pandya,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,6.0,N,,AY Dandekar,C Shamshuddin,2016
558,559,Hyderabad,2016-05-12,CH Morris,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,7.0,N,,K Bharatan,M Erasmus,2016
559,560,Visakhapatnam,2016-05-13,MP Stoinis,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,Kings XI Punjab,wickets,7.0,N,,HDPK Dharmasena,CK Nandan,2016
560,561,Bengaluru,2016-05-14,AB de Villiers,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Gujarat Lions,Gujarat Lions,field,Royal Challengers Bengaluru,runs,144.0,N,,AY Dandekar,VK Sharma,2016
561,562,Kolkata,2016-05-14,YK Pathan,Eden Gardens,0,Kolkata Knight Riders,Rising Pune Supergiant,Rising Pune Supergiant,bat,Kolkata Knight Riders,wickets,8.0,N,D/L,A Nand Kishore,BNJ Oxenford,2016
562,563,Chandigarh,2016-05-15,HM Amla,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,Sunrisers Hyderabad,wickets,7.0,N,,KN Ananthapadmanabhan,M Erasmus,2016
563,564,Visakhapatnam,2016-05-15,KH Pandya,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Mumbai Indians,runs,80.0,N,,Nitin Menon,CK Nandan,2016
564,565,Kolkata,2016-05-16,V Kohli,Eden Gardens,0,Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,9.0,N,,CB Gaffaney,A Nand Kishore,2016
565,566,Visakhapatnam,2016-05-17,AB Dinda,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,Rising Pune Supergiant,Delhi Capitals,Rising Pune Supergiant,field,Rising Pune Supergiant,runs,19.0,N,D/L,Nitin Menon,C Shamshuddin,2016
566,567,Bengaluru,2016-05-18,V Kohli,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Kings XI Punjab,Kings XI Punjab,field,Royal Challengers Bengaluru,runs,82.0,N,D/L,KN Ananthapadmanabhan,M Erasmus,2016
567,568,Kanpur,2016-05-19,DR Smith,Green Park,0,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,field,Gujarat Lions,wickets,6.0,N,,AK Chaudhary,CK Nandan,2016
568,569,Raipur,2016-05-20,KK Nair,Shaheed Veer Narayan Singh International Stadium,0,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,Delhi Capitals,wickets,6.0,N,,A Nand Kishore,BNJ Oxenford,2016
569,570,Visakhapatnam,2016-05-21,MS Dhoni,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,Rising Pune Supergiant,Kings XI Punjab,Kings XI Punjab,bat,Rising Pune Supergiant,wickets,4.0,N,,HDPK Dharmasena,Nitin Menon,2016
570,571,Kanpur,2016-05-21,SK Raina,Green Park,0,Gujarat Lions,Mumbai Indians,Gujarat Lions,field,Gujarat Lions,wickets,6.0,N,,AK Chaudhary,CK Nandan,2016
571,572,Kolkata,2016-05-22,YK Pathan,Eden Gardens,0,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kolkata Knight Riders,runs,22.0,N,,KN Ananthapadmanabhan,M Erasmus,2016
572,573,Raipur,2016-05-22,V Kohli,Shaheed Veer Narayan Singh International Stadium,0,Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,6.0,N,,A Nand Kishore,BNJ Oxenford,2016
573,574,Bengaluru,2016-05-24,AB de Villiers,M Chinnaswamy Stadium,0,Gujarat Lions,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,4.0,N,,AK Chaudhary,HDPK Dharmasena,2016
574,575,Delhi,2016-05-25,MC Henriques,Feroz Shah Kotla,0,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Sunrisers Hyderabad,runs,22.0,N,,M Erasmus,C Shamshuddin,2016
575,576,Delhi,2016-05-27,DA Warner,Feroz Shah Kotla,0,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,4.0,N,,M Erasmus,CK Nandan,2016
576,577,Bengaluru,2016-05-29,BCJ Cutting,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,8.0,N,,HDPK Dharmasena,BNJ Oxenford,2016
577,578,Hyderabad,2017-04-05,Yuvraj Singh,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Sunrisers Hyderabad,runs,35.0,N,,AY Dandekar,NJ Llong,2017
578,579,Pune,2017-04-06,SPD Smith,Maharashtra Cricket Association Stadium,0,Rising Pune Supergiant,Mumbai Indians,Rising Pune Supergiant,field,Rising Pune Supergiant,wickets,7.0,N,,A Nand Kishore,S Ravi,2017
579,580,Rajkot,2017-04-07,CA Lynn,Saurashtra Cricket Association Stadium,0,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,10.0,N,,Nitin Menon,CK Nandan,2017
580,581,Indore,2017-04-08,GJ Maxwell,Holkar Cricket Stadium,0,Kings XI Punjab,Rising Pune Supergiant,Kings XI Punjab,field,Kings XI Punjab,wickets,6.0,N,,AK Chaudhary,C Shamshuddin,2017
581,582,Bengaluru,2017-04-08,KM Jadhav,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,15.0,N,,S Ravi,VK Sharma,2017
582,583,Hyderabad,2017-04-09,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Gujarat Lions,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,9.0,N,,A Deshmukh,NJ Llong,2017
583,584,Mumbai,2017-04-09,N Rana,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Mumbai Indians,wickets,4.0,N,,Nitin Menon,CK Nandan,2017
584,585,Indore,2017-04-10,AR Patel,Holkar Cricket Stadium,0,Kings XI Punjab,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,Kings XI Punjab,wickets,8.0,N,,AK Chaudhary,C Shamshuddin,2017
585,586,Pune,2017-04-11,SV Samson,Maharashtra Cricket Association Stadium,0,Rising Pune Supergiant,Delhi Capitals,Rising Pune Supergiant,field,Delhi Capitals,runs,97.0,N,,AY Dandekar,S Ravi,2017
